"BCR","BCR_name","CommonName","ScientificName","SPEC","No_individuals","Nsta_CJS","No_yrunique_adults","No_yrunique_young","phi.med","phi.sd","phi.05","phi.95","phi.trend.med","phi.trend.sd","phi.trend.05","phi.trend.95","sigma.phi.med","sigma.phi.sd","sigma.phi.05","sigma.phi.95","pi.med","pi.sd","pi.05","pi.95","pi.trend.med","pi.trend.sd","pi.trend.05","pi.trend.95","sigma.pi.med","sigma.pi.sd","sigma.pi.05","sigma.pi.95","ri.med","ri.sd","ri.05","ri.95","ri.trend.med","ri.trend.sd","ri.trend.05","ri.trend.95","sigma.ri.med","sigma.ri.sd","sigma.ri.05","sigma.ri.95","ahy.med","ahy.sd","ahy.05","ahy.95","ahy.trend.med","ahy.trend.sd","ahy.trend.05","ahy.trend.95","sigma.ahy.med","sigma.ahy.sd","sigma.ahy.05","sigma.ahy.95","hy.med","hy.sd","hy.05","hy.95","hy.trend.med","hy.trend.sd","hy.trend.05","hy.trend.95","sigma.hy.med","sigma.hy.sd","sigma.hy.05","sigma.hy.95"
24,"Central Hardwoods","Kentucky Warbler","Geothlypis formosa","KEWA",2860,51,3768,1116,0.553,0.015,0.528,0.577,-0.004,0.01,-0.019,0.012,0.108,0.089,0.011,0.29,0.564,0.025,0.524,0.605,-0.02,0.013,-0.041,0,0.181,0.103,0.029,0.367,0.24,0.024,0.204,0.283,0.005,0.011,-0.012,0.022,0.326,0.074,0.228,0.466,4.433,0.863,3.23,6.053,-0.003,0.005,-0.011,0.004,0.087,0.031,0.041,0.142,1.017,0.209,0.726,1.397,-0.013,0.011,-0.031,0.004,0.301,0.073,0.207,0.44
24,"Central Hardwoods","American Robin","Turdus migratorius","AMRO",390,23,410,501,0.514,0.032,0.458,0.563,-0.009,0.018,-0.041,0.017,0.999,1.077,0.078,3.085,0.49,0.147,0.278,0.755,-0.011,0.029,-0.059,0.035,,,,,0.501,0.135,0.33,0.765,-0.008,0.01,-0.027,0.004,0.411,0.19,0.093,0.734,0.602,0.14,0.416,0.875,0.004,0.01,-0.013,0.021,0.403,0.101,0.265,0.59,0.259,0.081,0.155,0.414,-0.01,0.015,-0.034,0.013,0.577,0.116,0.422,0.796
24,"Central Hardwoods","Wood Thrush","Hylocichla mustelina","WOTH",2954,48,3519,804,0.475,0.019,0.446,0.508,0.005,0.01,-0.01,0.023,0.125,0.111,0.011,0.355,0.662,0.031,0.613,0.716,-0.012,0.017,-0.041,0.014,0.189,0.132,0.026,0.448,0.176,0.017,0.147,0.205,0.007,0.012,-0.013,0.026,0.269,0.074,0.167,0.407,3.698,0.673,2.74,4.964,0,0.006,-0.009,0.009,0.111,0.032,0.067,0.171,0.594,0.129,0.414,0.828,0.018,0.014,-0.003,0.041,0.365,0.082,0.258,0.523
24,"Central Hardwoods","Carolina Wren","Thryothorus ludovicianus","CARW",1037,51,1186,819,0.392,0.038,0.33,0.454,0.001,0.017,-0.021,0.034,0.841,0.27,0.481,1.344,0.527,0.039,0.468,0.595,-0.002,0.019,-0.036,0.024,0.219,0.176,0.021,0.572,0.596,0.075,0.483,0.729,-0.005,0.012,-0.026,0.015,0.325,0.081,0.212,0.476,1.348,0.212,1.037,1.734,0.011,0.009,-0.004,0.026,0.243,0.058,0.165,0.352,0.729,0.134,0.54,0.978,0,0.011,-0.019,0.017,0.388,0.076,0.285,0.532
24,"Central Hardwoods","Field Sparrow","Spizella pusilla","FISP",1096,30,1346,382,0.455,0.024,0.415,0.493,0.013,0.013,-0.009,0.033,0.142,0.125,0.01,0.399,0.828,0.062,0.729,0.934,-0.008,0.055,-0.087,0.087,0.567,0.447,0.066,1.451,0.209,0.036,0.153,0.271,0.007,0.018,-0.021,0.036,0.467,0.116,0.305,0.684,1.661,0.395,1.174,2.452,-0.041,0.007,-0.053,-0.03,0.106,0.05,0.02,0.188,0.321,0.081,0.194,0.461,-0.03,0.019,-0.062,0.002,0.551,0.114,0.4,0.769
24,"Central Hardwoods","Yellow-breasted Chat","Icteria virens","YBCH",1651,37,2208,242,0.54,0.025,0.497,0.579,0,0.012,-0.021,0.019,0.341,0.156,0.095,0.614,0.707,0.041,0.644,0.778,-0.062,0.026,-0.111,-0.026,0.325,0.232,0.04,0.771,0.071,0.013,0.053,0.095,0.011,0.013,-0.008,0.033,0.404,0.122,0.227,0.626,1.767,0.471,1.164,2.695,-0.007,0.006,-0.016,0.002,0.057,0.037,0.008,0.126,0.097,0.037,0.052,0.173,0.004,0.018,-0.024,0.037,0.423,0.118,0.256,0.64
24,"Central Hardwoods","American Redstart","Setophaga ruticilla","AMRE",283,12,345,43,0.54,0.03,0.501,0.599,0.013,0.022,-0.024,0.049,0.383,0.501,0.039,1.477,0.552,0.097,0.407,0.727,-0.006,0.031,-0.045,0.053,0.678,0.684,0.083,2.045,0.095,0.033,0.056,0.16,0.004,0.023,-0.028,0.047,0.952,0.389,0.434,1.7,0.419,0.149,0.245,0.719,0.082,0.014,0.06,0.104,0.207,0.105,0.043,0.393,0.039,0.023,0.016,0.085,0.076,0.04,0.012,0.143,0.923,0.329,0.499,1.552
24,"Central Hardwoods","Hooded Warbler","Setophaga citrina","HOWA",471,26,552,104,0.477,0.047,0.391,0.545,0.001,0.019,-0.028,0.032,0.424,0.384,0.047,1.235,0.554,0.056,0.465,0.648,-0.007,0.026,-0.043,0.041,0.726,0.428,0.184,1.52,0.131,0.021,0.099,0.168,0.006,0.015,-0.018,0.032,0.331,0.176,0.077,0.652,0.686,0.174,0.464,1.031,0.05,0.011,0.032,0.068,0.183,0.073,0.068,0.309,0.073,0.026,0.041,0.125,0.076,0.027,0.03,0.12,0.549,0.173,0.324,0.884
24,"Central Hardwoods","Red-eyed Vireo","Vireo olivaceus","REVI",1961,52,2123,118,0.614,0.02,0.584,0.647,-0.002,0.011,-0.02,0.015,0.174,0.163,0.015,0.504,0.514,0.053,0.435,0.608,-0.039,0.021,-0.078,-0.008,0.311,0.222,0.045,0.752,0.032,0.007,0.022,0.046,0.002,0.02,-0.026,0.039,0.653,0.193,0.396,1.02,2.7,0.379,2.154,3.39,-0.008,0.007,-0.02,0.004,0.192,0.056,0.115,0.296,0.074,0.021,0.047,0.114,-0.007,0.023,-0.037,0.036,0.749,0.202,0.482,1.136
24,"Central Hardwoods","Downy Woodpecker","Dryobates pubescens","DOWO",497,53,546,560,0.533,0.047,0.473,0.626,-0.009,0.027,-0.06,0.028,0.583,0.534,0.071,1.671,0.438,0.093,0.314,0.617,0.024,0.033,-0.022,0.085,0.449,0.427,0.035,1.329,0.865,0.125,0.685,1.095,0.025,0.014,0.004,0.05,0.432,0.117,0.268,0.646,0.684,0.079,0.566,0.825,-0.009,0.009,-0.025,0.004,0.215,0.072,0.105,0.34,0.556,0.091,0.427,0.721,0.017,0.011,-0.002,0.036,0.491,0.096,0.362,0.673
24,"Central Hardwoods","Eastern Towhee","Pipilo erythrophthalmus","EATO",403,45,440,104,0.49,0.038,0.422,0.548,0.005,0.019,-0.027,0.034,0.214,0.219,0.017,0.679,0.938,0.138,0.616,1,-0.04,0.199,-0.396,0.23,1.08,2.067,0.088,6.585,0.201,0.035,0.147,0.261,-0.002,0.017,-0.026,0.028,0.36,0.202,0.05,0.714,0.678,0.09,0.544,0.838,0.005,0.01,-0.011,0.022,0.101,0.072,0.011,0.241,0.107,0.026,0.071,0.155,0.014,0.019,-0.014,0.048,0.427,0.182,0.127,0.739
24,"Central Hardwoods","Gray Catbird","Dumetella carolinensis","GRCA",1494,34,1930,461,0.489,0.044,0.404,0.539,-0.005,0.009,-0.019,0.009,0.555,0.255,0.154,1.004,0.582,0.038,0.507,0.628,-0.01,0.012,-0.033,0.005,0.415,0.247,0.054,0.867,0.133,0.028,0.096,0.185,0.006,0.009,-0.007,0.024,0.53,0.124,0.363,0.765,2.877,0.559,2.089,3.894,-0.006,0.01,-0.023,0.011,0.331,0.065,0.245,0.454,0.341,0.104,0.21,0.544,0.012,0.013,-0.01,0.033,0.601,0.126,0.438,0.839
24,"Central Hardwoods","Brown-headed Cowbird","Molothrus ater","BHCO",250,46,4196,252,0.496,0.042,0.42,0.556,0.002,0.017,-0.025,0.031,1.642,1.411,0.326,4.679,0.502,0.1,0.358,0.682,-0.007,0.028,-0.059,0.03,0.715,0.675,0.07,2.139,0.052,0.006,0.043,0.062,-0.003,0.013,-0.026,0.018,0.346,0.118,0.168,0.555,4.5,0.599,3.648,5.611,-0.013,0.006,-0.022,-0.004,0.161,0.032,0.118,0.221,0.223,0.044,0.16,0.303,-0.01,0.015,-0.037,0.014,0.392,0.115,0.228,0.602
24,"Central Hardwoods","Acadian Flycatcher","Empidonax virescens","ACFL",2285,52,2681,131,0.544,0.017,0.517,0.571,0.012,0.01,-0.003,0.028,0.094,0.084,0.009,0.271,0.436,0.027,0.394,0.481,-0.009,0.014,-0.031,0.014,0.282,0.112,0.114,0.479,0.046,0.007,0.036,0.059,0.009,0.014,-0.013,0.032,0.212,0.152,0.022,0.502,3.022,0.545,2.252,4.041,-0.009,0.005,-0.018,0,0.114,0.041,0.058,0.191,0.128,0.028,0.088,0.181,0.007,0.018,-0.021,0.038,0.306,0.164,0.058,0.597
24,"Central Hardwoods","Northern Cardinal","Cardinalis cardinalis","NOCA",2188,55,2673,628,0.574,0.019,0.54,0.6,0.001,0.007,-0.01,0.012,0.409,0.164,0.15,0.691,0.655,0.031,0.605,0.707,0.008,0.015,-0.017,0.032,0.182,0.149,0.019,0.485,0.17,0.019,0.141,0.203,-0.004,0.011,-0.023,0.014,0.324,0.093,0.198,0.496,3.787,0.421,3.177,4.54,0.001,0.005,-0.007,0.009,0.118,0.032,0.073,0.175,0.55,0.095,0.414,0.72,-0.005,0.012,-0.026,0.013,0.411,0.096,0.282,0.593
24,"Central Hardwoods","Summer Tanager","Piranga rubra","SUTA",303,42,342,14,0.472,0.088,0.341,0.632,0.005,0.037,-0.058,0.062,0.47,0.589,0.04,1.77,0.607,0.171,0.372,0.943,-0.027,0.109,-0.189,0.121,0.965,1.603,0.082,4.951,0.023,0.009,0.01,0.04,0.028,0.036,-0.028,0.091,0.81,0.525,0.136,1.825,0.47,0.073,0.365,0.603,0.026,0.014,0.004,0.051,0.237,0.126,0.044,0.461,0.013,0.007,0.005,0.027,0.034,0.036,-0.019,0.097,0.797,0.557,0.122,1.821
24,"Central Hardwoods","Indigo Bunting","Passerina cyanea","INBU",3446,54,4196,252,0.518,0.016,0.493,0.546,-0.001,0.009,-0.017,0.013,0.195,0.123,0.017,0.419,0.659,0.031,0.61,0.712,-0.004,0.015,-0.032,0.018,0.157,0.126,0.017,0.409,0.051,0.007,0.04,0.063,-0.008,0.011,-0.027,0.009,0.356,0.12,0.178,0.566,4.527,0.647,3.61,5.71,-0.014,0.006,-0.023,-0.005,0.16,0.031,0.118,0.219,0.198,0.044,0.138,0.281,-0.02,0.016,-0.045,0.006,0.394,0.115,0.232,0.606
24,"Central Hardwoods","Common Yellowthroat","Geothlypis trichas","COYE",1923,42,2446,509,0.473,0.019,0.44,0.503,0,0.007,-0.013,0.011,0.121,0.105,0.015,0.344,0.659,0.033,0.607,0.715,-0.025,0.016,-0.053,-0.003,0.13,0.119,0.014,0.387,0.195,0.031,0.152,0.251,0.005,0.01,-0.011,0.024,0.361,0.097,0.225,0.542,2.065,0.417,1.478,2.856,-0.032,0.007,-0.043,-0.021,0.177,0.044,0.117,0.259,0.404,0.125,0.246,0.65,-0.011,0.016,-0.036,0.015,0.474,0.107,0.331,0.678
24,"Central Hardwoods","White-eyed Vireo","Vireo griseus","WEVI",1317,42,1705,327,0.538,0.017,0.51,0.566,0.017,0.011,0,0.034,0.23,0.138,0.042,0.491,0.607,0.027,0.566,0.654,-0.009,0.014,-0.033,0.015,0.116,0.109,0.01,0.35,0.153,0.025,0.117,0.197,0.024,0.016,-0.004,0.05,0.369,0.126,0.188,0.596,1.774,0.345,1.311,2.429,-0.007,0.007,-0.017,0.005,0.109,0.047,0.036,0.192,0.221,0.064,0.14,0.346,0.028,0.018,-0.001,0.057,0.449,0.115,0.294,0.666
24,"Central Hardwoods","Ovenbird","Seiurus aurocapilla","OVEN",1257,45,1451,541,0.566,0.034,0.512,0.622,0.022,0.016,-0.003,0.049,0.495,0.272,0.114,0.998,0.481,0.034,0.429,0.539,0.004,0.021,-0.028,0.039,0.268,0.184,0.028,0.618,0.24,0.038,0.184,0.309,0.009,0.015,-0.012,0.037,0.472,0.109,0.328,0.679,1.388,0.232,1.053,1.816,0.002,0.008,-0.011,0.014,0.162,0.058,0.081,0.27,0.337,0.078,0.23,0.483,0.014,0.017,-0.013,0.041,0.501,0.102,0.367,0.698
24,"Central Hardwoods","American Goldfinch","Spinus tristis","AMGO",1199,33,1405,15,0.443,0.025,0.405,0.487,-0.011,0.015,-0.037,0.012,0.483,0.322,0.079,1.102,0.64,0.099,0.506,0.831,-0.035,0.029,-0.09,0.001,0.681,0.591,0.054,1.894,0,0.001,0,0.002,-0.05,0.068,-0.197,0.017,3.069,1.431,1.445,6.056,1.237,0.276,0.864,1.76,-0.055,0.008,-0.069,-0.042,0.241,0.052,0.17,0.339,0,0.001,0,0.003,-0.112,0.087,-0.284,-0.002,2.532,1.283,1.172,5.227
25,"West Gulf Coastal Plain/Ouachitas","Kentucky Warbler","Geothlypis formosa","KEWA",280,7,389,70,0.559,0.03,0.517,0.614,-0.008,0.02,-0.043,0.021,0.306,0.325,0.017,0.983,0.429,0.062,0.335,0.538,0.029,0.041,-0.024,0.106,0.586,0.424,0.067,1.417,0.199,0.035,0.139,0.251,0.002,0.021,-0.039,0.031,0.407,0.198,0.097,0.754,1.977,0.774,1.13,3.521,-0.003,0.017,-0.031,0.025,0.105,0.084,0.007,0.269,0.302,0.143,0.147,0.592,-0.018,0.026,-0.064,0.022,0.354,0.194,0.07,0.705
25,"West Gulf Coastal Plain/Ouachitas","Yellow-breasted Chat","Icteria virens","YBCH",245,8,334,36,0.542,0.055,0.458,0.639,0.003,0.02,-0.023,0.041,2.117,2.478,0.24,8.303,0.566,0.109,0.376,0.727,-0.061,0.04,-0.14,-0.011,0.705,0.678,0.065,2.136,0.081,0.028,0.046,0.135,0.007,0.017,-0.023,0.033,0.734,0.377,0.15,1.416,2.333,1.106,1.188,4.522,-0.029,0.023,-0.066,0.009,0.296,0.115,0.12,0.497,0.112,0.088,0.04,0.3,-0.007,0.034,-0.06,0.052,0.781,0.395,0.22,1.516
25,"West Gulf Coastal Plain/Ouachitas","Carolina Wren","Thryothorus ludovicianus","CARW",329,11,526,220,0.454,0.042,0.396,0.534,0,0.015,-0.021,0.027,0.228,0.227,0.02,0.717,0.587,0.062,0.488,0.693,0.01,0.02,-0.022,0.042,0.363,0.32,0.028,1.039,0.35,0.079,0.245,0.501,0.03,0.019,0,0.063,0.226,0.159,0.027,0.53,4.923,1.365,3.215,7.609,-0.022,0.015,-0.049,0.001,0.203,0.077,0.081,0.334,1.366,0.421,0.844,2.196,0.014,0.018,-0.014,0.045,0.443,0.142,0.251,0.71
25,"West Gulf Coastal Plain/Ouachitas","Common Yellowthroat","Geothlypis trichas","COYE",115,6,130,28,0.493,0.038,0.427,0.551,0.001,0.01,-0.015,0.015,5.238,2.558,1.371,9.466,0.575,0.078,0.438,0.695,-0.013,0.024,-0.054,0.025,1.813,2.62,0.126,8.551,0.161,0.077,0.077,0.319,0.004,0.016,-0.02,0.031,1.161,0.529,0.427,2.156,1.07,0.536,0.515,2.183,-0.038,0.022,-0.077,-0.004,0.263,0.168,0.042,0.583,0.111,0.11,0.033,0.343,-0.011,0.035,-0.067,0.047,1.003,0.47,0.311,1.862
25,"West Gulf Coastal Plain/Ouachitas","Indigo Bunting","Passerina cyanea","INBU",689,8,947,48,0.509,0.021,0.474,0.542,0,0.013,-0.022,0.02,0.19,0.189,0.014,0.601,0.593,0.051,0.511,0.677,0.008,0.021,-0.022,0.045,0.568,0.3,0.129,1.113,0.036,0.012,0.02,0.058,-0.007,0.016,-0.034,0.017,0.949,0.332,0.531,1.589,5.413,1.755,3.17,8.822,-0.01,0.012,-0.03,0.01,0.129,0.059,0.035,0.234,0.11,0.066,0.045,0.249,-0.018,0.034,-0.071,0.042,1.168,0.393,0.695,1.953
25,"West Gulf Coastal Plain/Ouachitas","White-eyed Vireo","Vireo griseus","WEVI",293,11,478,154,0.538,0.027,0.488,0.576,0.013,0.015,-0.015,0.031,0.982,0.557,0.153,1.99,0.616,0.049,0.556,0.716,-0.004,0.023,-0.033,0.041,0.817,0.545,0.202,1.912,0.262,0.063,0.178,0.383,-0.013,0.026,-0.054,0.031,0.359,0.207,0.053,0.727,3.741,1.319,2.217,6.423,0.012,0.02,-0.02,0.046,0.121,0.078,0.02,0.27,0.8,0.393,0.401,1.613,0.001,0.039,-0.062,0.065,0.484,0.229,0.135,0.894
25,"West Gulf Coastal Plain/Ouachitas","Painted Bunting","Passerina ciris","PABU",105,3,151,22,0.609,0.059,0.531,0.724,0.011,0.028,-0.027,0.06,0.772,1.094,0.053,2.907,0.431,0.092,0.27,0.57,-0.015,0.048,-0.076,0.076,0.461,0.825,0.041,1.961,0.132,0.03,0.087,0.182,0.023,0.026,-0.022,0.061,0.728,0.51,0.118,1.734,2.152,1.025,1.1,4.312,0.02,0.021,-0.019,0.048,0.197,0.151,0.021,0.499,0.249,0.181,0.087,0.633,0.042,0.032,-0.003,0.099,0.71,0.466,0.115,1.611
25,"West Gulf Coastal Plain/Ouachitas","Prothonotary Warbler","Protonotaria citrea","PROW",192,4,238,23,0.522,0.09,0.404,0.69,-0.016,0.056,-0.087,0.08,2.352,2.456,0.31,8.31,0.457,0.157,0.262,0.78,0.131,0.186,-0.039,0.539,0.655,1.19,0.059,3.289,0.109,0.042,0.05,0.186,0.019,0.045,-0.049,0.098,0.56,0.417,0.083,1.39,1.697,0.935,0.815,3.635,0.017,0.017,-0.005,0.049,0.405,0.148,0.208,0.685,0.103,0.088,0.031,0.293,0.026,0.055,-0.052,0.125,0.813,0.41,0.203,1.56
25,"West Gulf Coastal Plain/Ouachitas","Hooded Warbler","Setophaga citrina","HOWA",200,7,330,55,0.491,0.064,0.374,0.584,0.001,0.024,-0.036,0.04,0.544,0.827,0.048,2.221,0.54,0.061,0.43,0.632,-0.021,0.03,-0.078,0.019,0.442,0.493,0.035,1.485,0.134,0.027,0.098,0.183,0.004,0.019,-0.026,0.034,0.713,0.377,0.166,1.409,3.674,1.811,1.881,7.645,0.013,0.035,-0.043,0.071,0.222,0.125,0.039,0.443,0.484,0.303,0.204,1.13,0.036,0.049,-0.042,0.118,0.711,0.379,0.176,1.427
25,"West Gulf Coastal Plain/Ouachitas","Northern Cardinal","Cardinalis cardinalis","NOCA",617,11,993,338,0.584,0.022,0.552,0.624,0.001,0.007,-0.011,0.012,0.535,0.36,0.068,1.234,0.606,0.054,0.512,0.687,-0.008,0.025,-0.058,0.021,0.478,0.348,0.059,1.163,0.219,0.04,0.161,0.293,0.022,0.022,-0.009,0.062,0.651,0.148,0.462,0.937,8.514,1.968,5.867,12.247,0.003,0.013,-0.018,0.024,0.266,0.066,0.177,0.391,1.452,0.491,0.869,2.399,0.033,0.028,-0.003,0.088,0.74,0.16,0.538,1.054
26,"Mississippi Alluvial Valley","Red-eyed Vireo","Vireo olivaceus","REVI",417,20,552,50,0.61,0.031,0.558,0.656,-0.002,0.015,-0.025,0.021,2.967,2.364,0.769,8.534,0.29,0.091,0.181,0.474,-0.019,0.036,-0.061,0.056,0.475,0.528,0.046,1.618,0.044,0.016,0.025,0.077,0,0.024,-0.031,0.046,0.798,0.367,0.315,1.495,1.497,0.359,1.006,2.182,-0.021,0.016,-0.05,0.003,0.465,0.115,0.319,0.688,0.07,0.032,0.036,0.136,-0.012,0.028,-0.045,0.044,0.94,0.384,0.48,1.702
26,"Mississippi Alluvial Valley","Summer Tanager","Piranga rubra","SUTA",389,20,474,30,0.573,0.088,0.432,0.718,0.021,0.042,-0.029,0.104,0.65,0.69,0.056,2.101,0.422,0.145,0.267,0.753,-0.012,0.061,-0.104,0.084,0.475,0.739,0.042,2.19,0.028,0.012,0.014,0.05,0.026,0.039,-0.033,0.092,1.125,0.446,0.571,1.989,2.065,0.43,1.48,2.871,0.006,0.013,-0.017,0.026,0.313,0.096,0.177,0.489,0.054,0.029,0.022,0.114,0.029,0.038,-0.031,0.092,1.099,0.452,0.557,1.984
26,"Mississippi Alluvial Valley","Kentucky Warbler","Geothlypis formosa","KEWA",1054,19,1366,594,0.56,0.028,0.519,0.608,0.001,0.022,-0.028,0.044,0.58,0.355,0.093,1.25,0.407,0.045,0.333,0.483,-0.011,0.025,-0.05,0.031,0.566,0.213,0.281,0.965,0.216,0.035,0.159,0.273,0.031,0.032,-0.002,0.098,0.717,0.214,0.469,1.148,3.075,0.925,1.848,4.852,-0.044,0.015,-0.07,-0.021,0.34,0.084,0.237,0.505,0.595,0.253,0.308,1.106,0.006,0.03,-0.031,0.067,0.975,0.258,0.669,1.493
26,"Mississippi Alluvial Valley","Eastern Towhee","Pipilo erythrophthalmus","EATO",127,18,142,36,0.494,0.047,0.414,0.564,0.007,0.022,-0.027,0.042,0.624,1.021,0.059,2.767,0.958,0.146,0.599,1,-0.058,0.252,-0.492,0.244,5.036,2.772,0.653,9.491,0.204,0.052,0.122,0.288,-0.013,0.025,-0.063,0.017,0.656,0.469,0.083,1.561,0.618,0.127,0.432,0.843,0.004,0.019,-0.029,0.035,0.328,0.14,0.106,0.568,0.087,0.036,0.042,0.158,-0.01,0.033,-0.075,0.031,0.762,0.389,0.235,1.496
26,"Mississippi Alluvial Valley","Common Yellowthroat","Geothlypis trichas","COYE",198,10,234,72,0.493,0.034,0.434,0.547,0,0.01,-0.017,0.013,0.749,0.99,0.063,2.869,0.584,0.075,0.454,0.702,-0.011,0.024,-0.05,0.029,2.124,1.983,0.529,7.074,0.146,0.058,0.074,0.258,0.005,0.016,-0.017,0.036,0.856,0.457,0.273,1.745,0.813,0.344,0.427,1.496,-0.04,0.027,-0.088,-0.002,0.855,0.236,0.552,1.311,0.064,0.053,0.022,0.179,-0.023,0.037,-0.086,0.034,1.113,0.38,0.675,1.884
26,"Mississippi Alluvial Valley","Acadian Flycatcher","Empidonax virescens","ACFL",1682,22,2180,230,0.543,0.02,0.51,0.575,0.011,0.011,-0.008,0.029,0.148,0.129,0.016,0.415,0.39,0.029,0.345,0.439,-0.039,0.019,-0.07,-0.01,0.168,0.121,0.015,0.401,0.082,0.016,0.06,0.113,-0.006,0.02,-0.046,0.02,0.453,0.135,0.27,0.703,7.78,2.171,5.086,12.115,-0.007,0.007,-0.019,0.004,0.175,0.045,0.115,0.262,0.646,0.201,0.383,1.038,-0.035,0.026,-0.079,0.005,0.504,0.141,0.321,0.772
26,"Mississippi Alluvial Valley","Brown-headed Cowbird","Molothrus ater","BHCO",261,21,1526,127,0.503,0.036,0.444,0.562,0,0.017,-0.031,0.024,0.438,0.468,0.04,1.442,0.565,0.111,0.394,0.756,-0.006,0.029,-0.06,0.032,1.358,1.354,0.167,4.126,0.056,0.01,0.044,0.075,0.005,0.02,-0.025,0.04,0.723,0.235,0.414,1.175,5.669,1.372,3.837,8.258,-0.046,0.016,-0.072,-0.019,0.441,0.087,0.329,0.609,0.285,0.12,0.141,0.523,-0.014,0.032,-0.079,0.024,1.182,0.353,0.747,1.867
26,"Mississippi Alluvial Valley","Northern Cardinal","Cardinalis cardinalis","NOCA",1750,22,2239,1024,0.573,0.021,0.533,0.601,0.001,0.007,-0.011,0.012,0.496,0.196,0.21,0.856,0.661,0.034,0.607,0.718,0.02,0.02,-0.006,0.057,0.165,0.143,0.018,0.464,0.298,0.05,0.231,0.392,0.026,0.02,-0.005,0.061,0.647,0.129,0.48,0.894,9.739,1.688,7.359,12.893,0.009,0.008,-0.005,0.023,0.205,0.047,0.142,0.295,3.035,0.784,2.001,4.529,0.025,0.02,-0.004,0.06,0.692,0.137,0.515,0.953
26,"Mississippi Alluvial Valley","Yellow-breasted Chat","Icteria virens","YBCH",1273,18,1545,414,0.518,0.031,0.466,0.567,-0.009,0.019,-0.05,0.011,0.359,0.228,0.051,0.79,0.572,0.075,0.452,0.695,-0.09,0.047,-0.184,-0.035,0.925,0.358,0.534,1.633,0.128,0.03,0.087,0.185,0.012,0.016,-0.011,0.041,0.583,0.175,0.366,0.931,4.152,1.768,2.264,7.954,-0.151,0.025,-0.191,-0.11,0.679,0.133,0.508,0.938,0.291,0.197,0.115,0.724,-0.044,0.04,-0.12,0.005,1.396,0.317,0.997,2.029
26,"Mississippi Alluvial Valley","Indigo Bunting","Passerina cyanea","INBU",1271,21,1526,127,0.503,0.022,0.461,0.533,-0.001,0.013,-0.024,0.018,0.274,0.2,0.029,0.661,0.626,0.042,0.56,0.699,0.013,0.02,-0.013,0.051,0.307,0.232,0.038,0.76,0.062,0.014,0.042,0.089,-0.004,0.015,-0.027,0.021,0.69,0.232,0.388,1.137,5.568,1.487,3.612,8.41,-0.053,0.014,-0.076,-0.03,0.436,0.083,0.325,0.593,0.271,0.128,0.135,0.54,-0.039,0.031,-0.095,0.006,1.159,0.338,0.739,1.813
26,"Mississippi Alluvial Valley","Painted Bunting","Passerina ciris","PABU",128,7,151,22,0.595,0.058,0.497,0.69,0.009,0.028,-0.032,0.055,1.013,0.842,0.115,2.682,0.471,0.103,0.314,0.656,-0.016,0.053,-0.087,0.082,1.772,1.64,0.445,5.618,0.128,0.03,0.077,0.174,0.024,0.026,-0.019,0.066,1.135,0.52,0.457,2.134,0.683,0.305,0.354,1.306,0.019,0.026,-0.032,0.051,0.758,0.217,0.485,1.178,0.084,0.057,0.03,0.204,0.043,0.033,-0.002,0.104,0.805,0.453,0.158,1.648
26,"Mississippi Alluvial Valley","Hooded Warbler","Setophaga citrina","HOWA",1388,20,2018,337,0.549,0.039,0.486,0.614,0.006,0.019,-0.021,0.041,0.419,0.214,0.12,0.816,0.575,0.04,0.515,0.645,-0.006,0.022,-0.037,0.035,0.327,0.191,0.055,0.68,0.129,0.021,0.095,0.165,0.006,0.016,-0.018,0.033,0.261,0.116,0.089,0.471,3.276,1.046,1.901,5.275,0.034,0.013,0.013,0.056,0.231,0.065,0.146,0.357,0.379,0.156,0.205,0.696,0.05,0.027,0.008,0.096,0.361,0.114,0.219,0.585
26,"Mississippi Alluvial Valley","Prothonotary Warbler","Protonotaria citrea","PROW",1486,20,1914,637,0.519,0.049,0.446,0.607,-0.022,0.029,-0.071,0.024,0.76,0.279,0.411,1.307,0.677,0.087,0.555,0.84,-0.101,0.061,-0.217,-0.028,0.508,0.372,0.106,1.242,0.158,0.036,0.11,0.224,0.023,0.028,-0.022,0.07,0.764,0.174,0.543,1.101,4.764,1.635,2.829,7.884,0.011,0.011,-0.009,0.028,0.467,0.088,0.352,0.635,0.642,0.313,0.297,1.266,0.021,0.033,-0.031,0.077,1.058,0.229,0.771,1.51
26,"Mississippi Alluvial Valley","Wood Thrush","Hylocichla mustelina","WOTH",264,13,315,65,0.43,0.06,0.291,0.483,0,0.021,-0.033,0.034,0.976,1.216,0.103,3.728,0.665,0.087,0.533,0.821,0.01,0.047,-0.055,0.096,1.386,1.698,0.172,5.435,0.176,0.026,0.131,0.216,0.031,0.029,-0.007,0.087,0.608,0.309,0.165,1.182,1.022,0.336,0.605,1.68,0.076,0.031,0.024,0.126,0.593,0.172,0.387,0.938,0.187,0.069,0.101,0.322,0.068,0.032,0.022,0.126,0.235,0.186,0.029,0.612
